date,blood_group,units_requested,day_of_week,month,is_weekend
2024-03-05,AB-,2,1,3,0
2024-03-06,AB-,3,2,3,0
2024-03-07,AB-,2,3,3,0
2024-03-08,AB-,1,4,3,0
2024-03-09,AB-,1,5,3,1
2024-03-10,AB-,2,6,3,1
2024-03-11,AB-,1,0,3,0
2024-03-12,AB-,2,1,3,0
2024-03-13,AB-,2,2,3,0
2024-03-14,AB-,2,3,3,0
2024-03-15,AB-,2,4,3,0
2024-03-16,AB-,1,5,3,1
2024-03-17,AB-,1,6,3,1
2024-03-18,AB-,2,0,3,0
2024-03-19,AB-,2,1,3,0
2024-03-20,AB-,2,2,3,0
2024-03-21,AB-,2,3,3,0
2024-03-22,AB-,1,4,3,0
2024-03-23,AB-,1,5,3,1
2024-03-24,AB-,1,6,3,1
2024-03-25,AB-,2,0,3,0
2024-03-26,AB-,2,1,3,0
2024-03-27,AB-,2,2,3,0
2024-03-28,AB-,2,3,3,0
2024-03-29,AB-,1,4,3,0
2024-03-30,AB-,2,5,3,1
2024-03-31,AB-,2,6,3,1
2024-04-01,AB-,1,0,4,0
2024-04-02,AB-,2,1,4,0
2024-04-03,AB-,2,2,4,0
2024-04-04,AB-,2,3,4,0
2024-04-05,AB-,2,4,4,0
2024-04-06,AB-,1,5,4,1
2024-04-07,AB-,2,6,4,1
2024-04-08,AB-,2,0,4,0
2024-04-09,AB-,2,1,4,0
2024-04-10,AB-,2,2,4,0
2024-04-11,AB-,2,3,4,0
2024-04-12,AB-,2,4,4,0
2024-04-13,AB-,1,5,4,1
2024-04-14,AB-,1,6,4,1
2024-04-15,AB-,2,0,4,0
2024-04-16,AB-,1,1,4,0
2024-04-17,AB-,2,2,4,0
2024-04-18,AB-,2,3,4,0
2024-04-19,AB-,2,4,4,0
2024-04-20,AB-,2,5,4,1
2024-04-21,AB-,1,6,4,1
2024-04-22,AB-,1,0,4,0
2024-04-23,AB-,1,1,4,0
2024-04-24,AB-,2,2,4,0
2024-04-25,AB-,2,3,4,0
2024-04-26,AB-,2,4,4,0
2024-04-27,AB-,2,5,4,1
2024-04-28,AB-,1,6,4,1
2024-04-29,AB-,2,0,4,0
2024-04-30,AB-,2,1,4,0
2024-05-01,AB-,1,2,5,0
2024-05-02,AB-,1,3,5,0
2024-05-03,AB-,1,4,5,0
2024-05-04,AB-,1,5,5,1
2024-05-05,AB-,1,6,5,1
2024-05-06,AB-,1,0,5,0
2024-05-07,AB-,1,1,5,0
2024-05-08,AB-,2,2,5,0
2024-05-09,AB-,2,3,5,0
2024-05-10,AB-,1,4,5,0
2024-05-11,AB-,1,5,5,1
2024-05-12,AB-,1,6,5,1
2024-05-13,AB-,1,0,5,0
2024-05-14,AB-,2,1,5,0
2024-05-15,AB-,2,2,5,0
2024-05-16,AB-,1,3,5,0
2024-05-17,AB-,1,4,5,0
2024-05-18,AB-,0,5,5,1
2024-05-19,AB-,1,6,5,1
2024-05-20,AB-,1,0,5,0
2024-05-21,AB-,2,1,5,0
2024-05-22,AB-,2,2,5,0
2024-05-23,AB-,2,3,5,0
2024-05-24,AB-,1,4,5,0
2024-05-25,AB-,1,5,5,1
2024-05-26,AB-,0,6,5,1
2024-05-27,AB-,2,0,5,0
2024-05-28,AB-,1,1,5,0
2024-05-29,AB-,1,2,5,0
2024-05-30,AB-,1,3,5,0
2024-05-31,AB-,2,4,5,0
2024-06-01,AB-,1,5,6,1
2024-06-02,AB-,1,6,6,1
2024-06-03,AB-,2,0,6,0
2024-06-04,AB-,1,1,6,0
2024-06-05,AB-,2,2,6,0
2024-06-06,AB-,2,3,6,0
2024-06-07,AB-,2,4,6,0
2024-06-08,AB-,1,5,6,1
2024-06-09,AB-,1,6,6,1
2024-06-10,AB-,1,0,6,0
2024-06-11,AB-,1,1,6,0
2024-06-12,AB-,2,2,6,0
2024-06-13,AB-,1,3,6,0
2024-06-14,AB-,2,4,6,0
2024-06-15,AB-,1,5,6,1
2024-06-16,AB-,1,6,6,1
2024-06-17,AB-,2,0,6,0
2024-06-18,AB-,1,1,6,0
2024-06-19,AB-,2,2,6,0
2024-06-20,AB-,2,3,6,0
2024-06-21,AB-,2,4,6,0
2024-06-22,AB-,1,5,6,1
2024-06-23,AB-,1,6,6,1
2024-06-24,AB-,1,0,6,0
2024-06-25,AB-,2,1,6,0
2024-06-26,AB-,1,2,6,0
2024-06-27,AB-,2,3,6,0
2024-06-28,AB-,2,4,6,0
2024-06-29,AB-,1,5,6,1
2024-06-30,AB-,1,6,6,1
2024-07-01,AB-,1,0,7,0
2024-07-02,AB-,2,1,7,0
2024-07-03,AB-,2,2,7,0
2024-07-04,AB-,2,3,7,0
2024-07-05,AB-,1,4,7,0
2024-07-06,AB-,1,5,7,1
2024-07-07,AB-,1,6,7,1
2024-07-08,AB-,1,0,7,0
2024-07-09,AB-,1,1,7,0
2024-07-10,AB-,2,2,7,0
2024-07-11,AB-,2,3,7,0
2024-07-12,AB-,1,4,7,0
2024-07-13,AB-,2,5,7,1
2024-07-14,AB-,1,6,7,1
2024-07-15,AB-,1,0,7,0
2024-07-16,AB-,2,1,7,0
2024-07-17,AB-,1,2,7,0
2024-07-18,AB-,2,3,7,0
2024-07-19,AB-,1,4,7,0
2024-07-20,AB-,1,5,7,1
2024-07-21,AB-,1,6,7,1
2024-07-22,AB-,1,0,7,0
2024-07-23,AB-,2,1,7,0
2024-07-24,AB-,1,2,7,0
2024-07-25,AB-,1,3,7,0
2024-07-26,AB-,2,4,7,0
2024-07-27,AB-,1,5,7,1
2024-07-28,AB-,1,6,7,1
2024-07-29,AB-,1,0,7,0
2024-07-30,AB-,2,1,7,0
2024-07-31,AB-,2,2,7,0
2024-08-01,AB-,2,3,8,0
2024-08-02,AB-,1,4,8,0
2024-08-03,AB-,2,5,8,1
2024-08-04,AB-,1,6,8,1
2024-08-05,AB-,1,0,8,0
2024-08-06,AB-,1,1,8,0
2024-08-07,AB-,2,2,8,0
2024-08-08,AB-,1,3,8,0
2024-08-09,AB-,0,4,8,0
2024-08-10,AB-,1,5,8,1
2024-08-11,AB-,1,6,8,1
2024-08-12,AB-,1,0,8,0
2024-08-13,AB-,2,1,8,0
2024-08-14,AB-,2,2,8,0
2024-08-15,AB-,2,3,8,0
2024-08-16,AB-,1,4,8,0
2024-08-17,AB-,1,5,8,1
2024-08-18,AB-,1,6,8,1
2024-08-19,AB-,1,0,8,0
2024-08-20,AB-,2,1,8,0
2024-08-21,AB-,1,2,8,0
2024-08-22,AB-,1,3,8,0
2024-08-23,AB-,1,4,8,0
2024-08-24,AB-,1,5,8,1
2024-08-25,AB-,1,6,8,1
2024-08-26,AB-,1,0,8,0
2024-08-27,AB-,1,1,8,0
2024-08-28,AB-,2,2,8,0
2024-08-29,AB-,2,3,8,0
2024-08-30,AB-,1,4,8,0
2024-08-31,AB-,2,5,8,1
2024-09-01,AB-,1,6,9,1
2024-09-02,AB-,1,0,9,0
2024-09-03,AB-,1,1,9,0
2024-09-04,AB-,2,2,9,0
2024-09-05,AB-,1,3,9,0
2024-09-06,AB-,1,4,9,0
2024-09-07,AB-,1,5,9,1
2024-09-08,AB-,1,6,9,1
2024-09-09,AB-,1,0,9,0
2024-09-10,AB-,2,1,9,0
2024-09-11,AB-,2,2,9,0
2024-09-12,AB-,1,3,9,0
2024-09-13,AB-,1,4,9,0
2024-09-14,AB-,1,5,9,1
2024-09-15,AB-,2,6,9,1
2024-09-16,AB-,1,0,9,0
2024-09-17,AB-,2,1,9,0
2024-09-18,AB-,1,2,9,0
2024-09-19,AB-,1,3,9,0
2024-09-20,AB-,1,4,9,0
2024-09-21,AB-,1,5,9,1
2024-09-22,AB-,1,6,9,1
2024-09-23,AB-,1,0,9,0
2024-09-24,AB-,1,1,9,0
2024-09-25,AB-,1,2,9,0
2024-09-26,AB-,2,3,9,0
2024-09-27,AB-,2,4,9,0
2024-09-28,AB-,2,5,9,1
2024-09-29,AB-,1,6,9,1
2024-09-30,AB-,1,0,9,0
2024-10-01,AB-,1,1,10,0
2024-10-02,AB-,2,2,10,0
2024-10-03,AB-,1,3,10,0
2024-10-04,AB-,1,4,10,0
2024-10-05,AB-,1,5,10,1
2024-10-06,AB-,1,6,10,1
2024-10-07,AB-,1,0,10,0
2024-10-08,AB-,1,1,10,0
2024-10-09,AB-,2,2,10,0
2024-10-10,AB-,2,3,10,0
2024-10-11,AB-,2,4,10,0
2024-10-12,AB-,0,5,10,1
2024-10-13,AB-,1,6,10,1
2024-10-14,AB-,2,0,10,0
2024-10-15,AB-,1,1,10,0
2024-10-16,AB-,1,2,10,0
2024-10-17,AB-,1,3,10,0
2024-10-18,AB-,2,4,10,0
2024-10-19,AB-,1,5,10,1
2024-10-20,AB-,1,6,10,1
2024-10-21,AB-,2,0,10,0
2024-10-22,AB-,1,1,10,0
2024-10-23,AB-,2,2,10,0
2024-10-24,AB-,1,3,10,0
2024-10-25,AB-,2,4,10,0
2024-10-26,AB-,1,5,10,1
2024-10-27,AB-,1,6,10,1
2024-10-28,AB-,2,0,10,0
2024-10-29,AB-,2,1,10,0
2024-10-30,AB-,2,2,10,0
2024-10-31,AB-,0,3,10,0
2024-11-01,AB-,2,4,11,0
2024-11-02,AB-,0,5,11,1
2024-11-03,AB-,1,6,11,1
2024-11-04,AB-,1,0,11,0
2024-11-05,AB-,2,1,11,0
2024-11-06,AB-,2,2,11,0
2024-11-07,AB-,1,3,11,0
2024-11-08,AB-,2,4,11,0
2024-11-09,AB-,1,5,11,1
2024-11-10,AB-,1,6,11,1
2024-11-11,AB-,2,0,11,0
2024-11-12,AB-,1,1,11,0
2024-11-13,AB-,1,2,11,0
2024-11-14,AB-,2,3,11,0
2024-11-15,AB-,1,4,11,0
2024-11-16,AB-,0,5,11,1
2024-11-17,AB-,1,6,11,1
2024-11-18,AB-,2,0,11,0
2024-11-19,AB-,2,1,11,0
2024-11-20,AB-,2,2,11,0
2024-11-21,AB-,1,3,11,0
2024-11-22,AB-,1,4,11,0
2024-11-23,AB-,1,5,11,1
2024-11-24,AB-,1,6,11,1
2024-11-25,AB-,1,0,11,0
2024-11-26,AB-,1,1,11,0
2024-11-27,AB-,2,2,11,0
2024-11-28,AB-,2,3,11,0
2024-11-29,AB-,2,4,11,0
2024-11-30,AB-,1,5,11,1
2024-12-01,AB-,1,6,12,1
2024-12-02,AB-,2,0,12,0
2024-12-03,AB-,2,1,12,0
2024-12-04,AB-,2,2,12,0
2024-12-05,AB-,2,3,12,0
2024-12-06,AB-,2,4,12,0
2024-12-07,AB-,1,5,12,1
2024-12-08,AB-,1,6,12,1
2024-12-09,AB-,2,0,12,0
2024-12-10,AB-,2,1,12,0
2024-12-11,AB-,2,2,12,0
2024-12-12,AB-,2,3,12,0
2024-12-13,AB-,1,4,12,0
2024-12-14,AB-,2,5,12,1
2024-12-15,AB-,1,6,12,1
2024-12-16,AB-,2,0,12,0
2024-12-17,AB-,3,1,12,0
2024-12-18,AB-,2,2,12,0
2024-12-19,AB-,1,3,12,0
2024-12-20,AB-,2,4,12,0
2024-12-21,AB-,2,5,12,1
2024-12-22,AB-,1,6,12,1
2024-12-23,AB-,2,0,12,0
2024-12-24,AB-,1,1,12,0
2024-12-25,AB-,2,2,12,0
2024-12-26,AB-,2,3,12,0
2024-12-27,AB-,2,4,12,0
2024-12-28,AB-,1,5,12,1
2024-12-29,AB-,0,6,12,1
2024-12-30,AB-,3,0,12,0
2024-12-31,AB-,2,1,12,0
2025-01-01,AB-,2,2,1,0
2025-01-02,AB-,1,3,1,0
2025-01-03,AB-,2,4,1,0
2025-01-04,AB-,1,5,1,1
2025-01-05,AB-,1,6,1,1
2025-01-06,AB-,2,0,1,0
2025-01-07,AB-,1,1,1,0
2025-01-08,AB-,1,2,1,0
2025-01-09,AB-,2,3,1,0
2025-01-10,AB-,1,4,1,0
2025-01-11,AB-,1,5,1,1
2025-01-12,AB-,1,6,1,1
2025-01-13,AB-,2,0,1,0
2025-01-14,AB-,2,1,1,0
2025-01-15,AB-,2,2,1,0
2025-01-16,AB-,1,3,1,0
2025-01-17,AB-,1,4,1,0
2025-01-18,AB-,1,5,1,1
2025-01-19,AB-,1,6,1,1
2025-01-20,AB-,2,0,1,0
2025-01-21,AB-,2,1,1,0
2025-01-22,AB-,1,2,1,0
2025-01-23,AB-,2,3,1,0
2025-01-24,AB-,2,4,1,0
2025-01-25,AB-,1,5,1,1
2025-01-26,AB-,1,6,1,1
2025-01-27,AB-,1,0,1,0
2025-01-28,AB-,1,1,1,0
2025-01-29,AB-,2,2,1,0
2025-01-30,AB-,2,3,1,0
2025-01-31,AB-,1,4,1,0
2025-02-01,AB-,1,5,2,1
2025-02-02,AB-,1,6,2,1
2025-02-03,AB-,2,0,2,0
2025-02-04,AB-,2,1,2,0
2025-02-05,AB-,1,2,2,0
2025-02-06,AB-,2,3,2,0
2025-02-07,AB-,1,4,2,0
2025-02-08,AB-,1,5,2,1
2025-02-09,AB-,1,6,2,1
2025-02-10,AB-,2,0,2,0
2025-02-11,AB-,2,1,2,0
2025-02-12,AB-,2,2,2,0
2025-02-13,AB-,2,3,2,0
2025-02-14,AB-,2,4,2,0
2025-02-15,AB-,1,5,2,1
2025-02-16,AB-,1,6,2,1
2025-02-17,AB-,1,0,2,0
2025-02-18,AB-,1,1,2,0
2025-02-19,AB-,2,2,2,0
2025-02-20,AB-,1,3,2,0
2025-02-21,AB-,2,4,2,0
2025-02-22,AB-,1,5,2,1
2025-02-23,AB-,1,6,2,1
2025-02-24,AB-,1,0,2,0
2025-02-25,AB-,1,1,2,0
2025-02-26,AB-,2,2,2,0
2025-02-27,AB-,2,3,2,0
2025-02-28,AB-,2,4,2,0
2025-03-01,AB-,1,5,3,1
2025-03-02,AB-,2,6,3,1
2025-03-03,AB-,2,0,3,0
2025-03-04,AB-,2,1,3,0
2025-03-05,AB-,3,2,3,0
2025-03-06,AB-,2,3,3,0
2025-03-07,AB-,2,4,3,0
2025-03-08,AB-,1,5,3,1
2025-03-09,AB-,1,6,3,1
2025-03-10,AB-,2,0,3,0
2025-03-11,AB-,2,1,3,0
2025-03-12,AB-,2,2,3,0
2025-03-13,AB-,3,3,3,0
2025-03-14,AB-,2,4,3,0
2025-03-15,AB-,2,5,3,1
2025-03-16,AB-,1,6,3,1
2025-03-17,AB-,2,0,3,0
2025-03-18,AB-,2,1,3,0
2025-03-19,AB-,2,2,3,0
2025-03-20,AB-,2,3,3,0
2025-03-21,AB-,1,4,3,0
2025-03-22,AB-,2,5,3,1
2025-03-23,AB-,2,6,3,1
2025-03-24,AB-,2,0,3,0
2025-03-25,AB-,2,1,3,0
2025-03-26,AB-,2,2,3,0
2025-03-27,AB-,2,3,3,0
2025-03-28,AB-,2,4,3,0
2025-03-29,AB-,2,5,3,1
2025-03-30,AB-,2,6,3,1
2025-03-31,AB-,2,0,3,0
2025-04-01,AB-,2,1,4,0
2025-04-02,AB-,2,2,4,0
2025-04-03,AB-,2,3,4,0
2025-04-04,AB-,3,4,4,0
2025-04-05,AB-,1,5,4,1
2025-04-06,AB-,1,6,4,1
2025-04-07,AB-,2,0,4,0
2025-04-08,AB-,2,1,4,0
2025-04-09,AB-,2,2,4,0
2025-04-10,AB-,2,3,4,0
2025-04-11,AB-,2,4,4,0
2025-04-12,AB-,1,5,4,1
2025-04-13,AB-,2,6,4,1
2025-04-14,AB-,2,0,4,0
2025-04-15,AB-,2,1,4,0
2025-04-16,AB-,2,2,4,0
2025-04-17,AB-,2,3,4,0
2025-04-18,AB-,2,4,4,0
2025-04-19,AB-,1,5,4,1
2025-04-20,AB-,1,6,4,1
2025-04-21,AB-,2,0,4,0
2025-04-22,AB-,2,1,4,0
2025-04-23,AB-,2,2,4,0
2025-04-24,AB-,2,3,4,0
2025-04-25,AB-,2,4,4,0
2025-04-26,AB-,1,5,4,1
2025-04-27,AB-,1,6,4,1
2025-04-28,AB-,2,0,4,0
2025-04-29,AB-,2,1,4,0
2025-04-30,AB-,2,2,4,0
2025-05-01,AB-,2,3,5,0
2025-05-02,AB-,2,4,5,0
2025-05-03,AB-,2,5,5,1
2025-05-04,AB-,1,6,5,1
2025-05-05,AB-,1,0,5,0
2025-05-06,AB-,1,1,5,0
2025-05-07,AB-,2,2,5,0
2025-05-08,AB-,1,3,5,0
2025-05-09,AB-,1,4,5,0
2025-05-10,AB-,0,5,5,1
2025-05-11,AB-,2,6,5,1
2025-05-12,AB-,1,0,5,0
2025-05-13,AB-,2,1,5,0
2025-05-14,AB-,1,2,5,0
2025-05-15,AB-,2,3,5,0
2025-05-16,AB-,2,4,5,0
2025-05-17,AB-,1,5,5,1
2025-05-18,AB-,1,6,5,1
2025-05-19,AB-,2,0,5,0
2025-05-20,AB-,1,1,5,0
2025-05-21,AB-,2,2,5,0
2025-05-22,AB-,1,3,5,0
2025-05-23,AB-,1,4,5,0
2025-05-24,AB-,1,5,5,1
2025-05-25,AB-,1,6,5,1
2025-05-26,AB-,2,0,5,0
2025-05-27,AB-,2,1,5,0
2025-05-28,AB-,2,2,5,0
2025-05-29,AB-,2,3,5,0
2025-05-30,AB-,1,4,5,0
2025-05-31,AB-,1,5,5,1
2025-06-01,AB-,1,6,6,1
2025-06-02,AB-,1,0,6,0
2025-06-03,AB-,2,1,6,0
2025-06-04,AB-,1,2,6,0
2025-06-05,AB-,2,3,6,0
2025-06-06,AB-,1,4,6,0
2025-06-07,AB-,1,5,6,1
2025-06-08,AB-,1,6,6,1
2025-06-09,AB-,1,0,6,0
2025-06-10,AB-,2,1,6,0
2025-06-11,AB-,1,2,6,0
2025-06-12,AB-,2,3,6,0
2025-06-13,AB-,1,4,6,0
2025-06-14,AB-,1,5,6,1
2025-06-15,AB-,1,6,6,1
2025-06-16,AB-,1,0,6,0
2025-06-17,AB-,2,1,6,0
2025-06-18,AB-,2,2,6,0
2025-06-19,AB-,1,3,6,0
2025-06-20,AB-,2,4,6,0
2025-06-21,AB-,0,5,6,1
2025-06-22,AB-,2,6,6,1
2025-06-23,AB-,1,0,6,0
